BOROUGH,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,COLLISION_ID
BRONX,0,0,4336602
MANHATTAN,0,0,4334396
MANHATTAN,0,0,4333530
BRONX,0,0,4333231
BROOKLYN,0,0,4333432
QUEENS,1,0,4334247
BROOKLYN,4,0,4333696
STATEN ISLAND,3,0,4333604
BRONX,0,0,4333531
BROOKLYN,0,0,4335557
BROOKLYN,1,0,4333528
QUEENS,1,0,4334016
MANHATTAN,0,0,4333654
BROOKLYN,0,0,4333550
QUEENS,0,0,4333349
QUEENS,0,0,4333342
BROOKLYN,1,0,4333552
QUEENS,1,0,4333176
QUEENS,1,0,4333523
QUEENS,0,0,4333502
BROOKLYN,0,0,4333650
BRONX,0,0,4333689
BRONX,0,0,4333648
MANHATTAN,2,0,4333470
QUEENS,1,0,4333507
STATEN ISLAND,0,0,4335484
BRONX,2,0,4333573
MANHATTAN,0,0,4333704
MANHATTAN,1,0,4333380
BRONX,0,0,4333568
BROOKLYN,1,0,4334955
QUEENS,0,0,4333681
QUEENS,0,0,4334055
BRONX,0,0,4335254
BROOKLYN,1,0,4333460
BRONX,0,0,4333633
BROOKLYN,0,0,4338051
BROOKLYN,0,0,4334189
BROOKLYN,2,0,4334333
QUEENS,0,0,4333410
BRONX,1,0,4333642
BROOKLYN,0,0,4333923
BROOKLYN,1,0,4334349
BROOKLYN,0,0,4333387
BRONX,0,0,4333450
BRONX,0,0,4333644
BRONX,0,0,4333627
QUEENS,1,0,4333521
BROOKLYN,1,0,4333651
STATEN ISLAND,0,0,4333588
QUEENS,0,0,4342545
BRONX,1,0,4333363
QUEENS,0,0,4333419
BROOKLYN,1,0,4338350
BRONX,0,0,4333646
STATEN ISLAND,0,0,4334470
BROOKLYN,0,0,4335401
BROOKLYN,0,0,4333720
BROOKLYN,0,0,4334575
BROOKLYN,2,0,4333767
QUEENS,0,0,4333515
QUEENS,0,0,4333508
MANHATTAN,1,0,4334608
BROOKLYN,0,0,4333537
BROOKLYN,0,0,4333737
MANHATTAN,0,0,4334936
MANHATTAN,1,0,4333595
BRONX,0,0,4338170
QUEENS,1,0,4333511
QUEENS,0,0,4335578
QUEENS,1,0,4333438
BROOKLYN,0,0,4333461
BRONX,1,0,4334381
BRONX,0,0,4333686
BROOKLYN,0,0,4333398
BROOKLYN,0,0,4333429
BRONX,2,0,4333572
BROOKLYN,0,0,4333479
BROOKLYN,0,0,4333697
MANHATTAN,1,0,4333578
MANHATTAN,0,0,4333700
QUEENS,0,0,4333474
QUEENS,0,0,4333565
BROOKLYN,0,0,4333482
BROOKLYN,0,0,4333480
BROOKLYN,0,0,4335825
STATEN ISLAND,0,0,4333593
QUEENS,0,0,4333336
QUEENS,0,0,4333557
BRONX,1,0,4334080
BRONX,1,0,4333569
BROOKLYN,1,0,4335822
MANHATTAN,0,0,4333532
BROOKLYN,0,0,4334583
BROOKLYN,0,0,4334596
BROOKLYN,1,0,4334347
MANHATTAN,0,0,4334400
BROOKLYN,3,0,4333126
MANHATTAN,1,0,4333497
QUEENS,1,0,4333517
QUEENS,1,0,4334428
BROOKLYN,0,0,4334954
QUEENS,0,0,4340034
QUEENS,0,0,4334063
QUEENS,0,0,4334274
BROOKLYN,0,0,4333721
BROOKLYN,0,0,4334018
MANHATTAN,0,0,4333394
QUEENS,1,0,4333490
BRONX,0,0,4334319
MANHATTAN,0,0,4334605
BRONX,0,0,4336266
QUEENS,0,0,4333444
BROOKLYN,0,0,4333431
STATEN ISLAND,0,0,4334777
QUEENS,1,0,4333468
BROOKLYN,1,0,4333802
BROOKLYN,0,0,4335827
MANHATTAN,1,0,4337264
QUEENS,0,0,4333780
QUEENS,0,0,4333740
BRONX,0,0,4337314
BROOKLYN,0,0,4334340
BRONX,1,0,4333830
BRONX,0,0,4334653
QUEENS,0,0,4333815
QUEENS,1,0,4333666
STATEN ISLAND,1,0,4335918
BRONX,1,0,4333667
BROOKLYN,0,0,4335388
BRONX,0,0,4333786
MANHATTAN,0,0,4334606
BROOKLYN,1,0,4334511
BROOKLYN,1,0,4334199
BRONX,0,0,4340084
BROOKLYN,1,0,4334506
BROOKLYN,1,0,4333958
MANHATTAN,0,0,4333705
BRONX,0,0,4334104
QUEENS,0,0,4334192
MANHATTAN,1,0,4335618
BROOKLYN,0,0,4333812
QUEENS,2,0,4333763
QUEENS,0,0,4334009
QUEENS,0,0,4334128
QUEENS,0,0,4333487
BROOKLYN,0,0,4334352
MANHATTAN,0,0,4334563
BROOKLYN,0,0,4335389
BROOKLYN,1,0,4334087
QUEENS,0,0,4334057
MANHATTAN,0,0,4334941
BRONX,0,0,4334041
BROOKLYN,0,0,4334483
BROOKLYN,2,0,4333715
BROOKLYN,0,0,4334356
BRONX,1,0,4335248
BROOKLYN,3,0,4334358
BROOKLYN,1,0,4334024
BROOKLYN,0,0,4334195
QUEENS,1,0,4336243
BRONX,0,0,4333717
BRONX,0,0,4333862
BROOKLYN,0,0,4333896
BROOKLYN,0,0,4334985
BRONX,1,0,4334375
BROOKLYN,0,0,4334196
MANHATTAN,1,0,4334068
MANHATTAN,0,0,4333673
BROOKLYN,0,0,4334723
QUEENS,0,0,4333493
MANHATTAN,1,0,4333798
BROOKLYN,1,0,4334251
QUEENS,0,0,4333734
QUEENS,0,0,4340695
BROOKLYN,1,0,4337368
MANHATTAN,1,0,4334926
BROOKLYN,1,0,4335403
BROOKLYN,0,0,4333759
BROOKLYN,1,0,4339064
QUEENS,0,0,4333754
BROOKLYN,0,0,4333774
QUEENS,0,0,4333755
MANHATTAN,0,0,4333612
BROOKLYN,1,0,4336142
BRONX,0,0,4335251
BROOKLYN,1,0,4333955
MANHATTAN,0,0,4334404
BROOKLYN,1,0,4333970
BROOKLYN,0,0,4334589
BROOKLYN,0,0,4333979
BRONX,0,0,4334421
BROOKLYN,0,0,4334267
MANHATTAN,0,0,4333900
QUEENS,0,0,4334392
BROOKLYN,0,0,4334335
QUEENS,0,0,4334894
BROOKLYN,0,0,4334355
QUEENS,0,0,4334067
MANHATTAN,0,0,4338085
STATEN ISLAND,0,0,4334476
BRONX,0,0,4333828
BRONX,0,0,4333822
QUEENS,0,0,4333838
QUEENS,0,0,4338222
BROOKLYN,1,0,4334250
MANHATTAN,1,0,4335762
QUEENS,0,0,4334641
BROOKLYN,1,0,4333773
QUEENS,0,0,4335226
BRONX,0,0,4333833
MANHATTAN,0,0,4334607
MANHATTAN,0,0,4333972
MANHATTAN,4,0,4334943
BROOKLYN,0,0,4333770
BROOKLYN,1,0,4333647
QUEENS,0,0,4333941
BROOKLYN,1,0,4334323
MANHATTAN,0,0,4334604
MANHATTAN,0,0,4334150
MANHATTAN,0,0,4333793
BRONX,0,0,4335858
STATEN ISLAND,0,0,4334815
BROOKLYN,1,0,4333692
QUEENS,0,0,4334008
BRONX,0,0,4336096
BROOKLYN,1,0,4334345
MANHATTAN,1,0,4337952
BRONX,0,0,4333859
BRONX,0,0,4334283
QUEENS,0,0,4333699
BROOKLYN,1,0,4335826
BROOKLYN,0,0,4335070
BROOKLYN,1,0,4334343
QUEENS,0,0,4333758
BRONX,1,0,4333824
BROOKLYN,0,0,4333716
QUEENS,1,0,4333757
MANHATTAN,2,0,4334148
BROOKLYN,0,0,4333816
MANHATTAN,1,0,4333971
BROOKLYN,0,0,4333730
BROOKLYN,0,0,4333760
BRONX,1,0,4333728
MANHATTAN,0,0,4334940
BROOKLYN,1,0,4334615
QUEENS,0,0,4333729
BRONX,1,0,4338033
MANHATTAN,0,0,4333761
BRONX,2,0,4334295
QUEENS,0,0,4334153
MANHATTAN,2,0,4334219
BRONX,1,0,4333995
MANHATTAN,0,0,4333791
BRONX,0,0,4333992
BRONX,1,0,4333993
MANHATTAN,0,0,4334386
QUEENS,0,0,4334166
BROOKLYN,0,0,4334342
BRONX,1,0,4333865
QUEENS,1,0,4334099
BROOKLYN,0,0,4334588
QUEENS,0,0,4333665
BROOKLYN,0,0,4334177
BRONX,0,0,4334290
MANHATTAN,0,0,4334221
BRONX,1,0,4333858
QUEENS,1,0,4334054
MANHATTAN,1,0,4340551
QUEENS,0,0,4334162
BRONX,0,0,4333832
BROOKLYN,1,0,4333772
BRONX,0,0,4333794
BROOKLYN,0,0,4335379
QUEENS,0,0,4334268
BROOKLYN,1,0,4336159
BRONX,1,0,4333580
BROOKLYN,0,0,4334197
MANHATTAN,0,0,4336402
BROOKLYN,0,0,4333975
MANHATTAN,0,0,4339074
QUEENS,0,0,4334014
QUEENS,1,0,4334620
QUEENS,0,0,4334141
QUEENS,2,0,4339807
STATEN ISLAND,0,0,4333809
BROOKLYN,1,0,4334341
QUEENS,0,0,4333743
BRONX,0,0,4335250
BRONX,0,0,4334764
BROOKLYN,0,0,4334317
BROOKLYN,0,0,4334516
MANHATTAN,0,0,4333706
BROOKLYN,0,0,4333661
MANHATTAN,1,0,4334152
BRONX,0,0,4333574
STATEN ISLAND,0,0,4334782
QUEENS,0,0,4334089
BRONX,1,0,4333996
BROOKLYN,0,0,4334950
BRONX,0,0,4333733
BROOKLYN,0,0,4334339
BROOKLYN,0,0,4334029
BRONX,0,0,4333785
BROOKLYN,0,0,4333712
BRONX,0,0,4333982
MANHATTAN,0,0,4342534
QUEENS,5,0,4333819
BRONX,1,0,4333784
QUEENS,0,0,4334175
BRONX,0,0,4333820
MANHATTAN,0,0,4333694
BROOKLYN,0,0,4333960
QUEENS,0,0,4333749
BROOKLYN,0,0,4335402
BRONX,0,0,4333952
BRONX,1,0,4333871
BROOKLYN,1,0,4334576
STATEN ISLAND,0,0,4334471
BRONX,0,0,4333957
BROOKLYN,0,0,4334027
BROOKLYN,0,0,4333634
QUEENS,0,0,4333668
BROOKLYN,0,0,4334330
BROOKLYN,0,0,4333811
BROOKLYN,0,0,4335148
BRONX,0,0,4333990
BROOKLYN,0,0,4334432
MANHATTAN,0,0,4333837
BRONX,0,0,4334040
BROOKLYN,0,0,4333810
BRONX,0,0,4333867
QUEENS,0,0,4334171
BROOKLYN,1,0,4335016
BROOKLYN,0,0,4335380
BROOKLYN,0,0,4333744
BRONX,0,0,4333857
BRONX,0,0,4335599
BRONX,0,1,4334713
BROOKLYN,0,0,4333846
BRONX,3,0,4333950
QUEENS,1,0,4333915
QUEENS,0,0,4334176
QUEENS,0,0,4334412
QUEENS,0,0,4334011
BRONX,0,0,4338197
BROOKLYN,1,0,4334509
BROOKLYN,0,0,4334019
BROOKLYN,0,0,4335364
QUEENS,1,0,4337848
QUEENS,0,0,4334643
MANHATTAN,0,0,4334609
BROOKLYN,0,0,4340100
QUEENS,0,0,4335755
QUEENS,0,0,4333839
BRONX,0,0,4334101
BRONX,0,0,4334146
BROOKLYN,0,0,4334424
QUEENS,0,0,4334275
MANHATTAN,1,0,4334656
QUEENS,0,0,4333944
BROOKLYN,0,0,4334254
BROOKLYN,1,0,4334265
BROOKLYN,0,0,4334301
BROOKLYN,1,0,4333903
QUEENS,2,0,4333847
BROOKLYN,0,0,4334030
QUEENS,0,0,4334644
BROOKLYN,0,0,4337322
BROOKLYN,0,0,4334032
BROOKLYN,2,0,4334545
BRONX,0,0,4340414
QUEENS,5,0,4333945
MANHATTAN,0,0,4333805
BRONX,0,0,4333954
BRONX,0,0,4333856
QUEENS,0,0,4333783
BRONX,0,0,4334747
MANHATTAN,0,0,4334116
BRONX,0,0,4334112
BRONX,0,0,4333961
MANHATTAN,0,0,4334149
BRONX,0,0,4334045
BRONX,0,0,4334302
BROOKLYN,0,0,4335356
BRONX,0,0,4334073
BROOKLYN,1,0,4334462
BROOKLYN,0,0,4334178
QUEENS,0,0,4333949
BROOKLYN,0,0,4333843
MANHATTAN,0,0,4337872
BRONX,0,0,4334110
QUEENS,2,0,4334703
BROOKLYN,1,0,4335381
QUEENS,1,0,4336277
BROOKLYN,2,0,4334572
BROOKLYN,0,0,4333848
BROOKLYN,0,0,4333841
BROOKLYN,0,0,4334287
MANHATTAN,0,0,4334322
BROOKLYN,1,0,4334542
MANHATTAN,0,0,4340955
QUEENS,1,0,4333921
STATEN ISLAND,1,0,4334491
BROOKLYN,0,0,4334497
QUEENS,0,0,4334134
BRONX,0,0,4334320
BROOKLYN,0,0,4334372
STATEN ISLAND,0,0,4334826
BRONX,1,0,4334843
MANHATTAN,0,0,4334044
QUEENS,0,0,4333918
BROOKLYN,2,0,4334674
QUEENS,0,0,4333926
QUEENS,0,0,4333919
QUEENS,1,0,4334013
QUEENS,0,0,4334239
STATEN ISLAND,0,0,4334473
BROOKLYN,0,0,4334484
STATEN ISLAND,0,0,4334472
QUEENS,0,0,4335424
QUEENS,0,0,4333943
BROOKLYN,1,0,4334288
QUEENS,1,0,4335577
QUEENS,0,0,4336766
BROOKLYN,0,0,4334486
BROOKLYN,1,0,4334296
BROOKLYN,0,0,4334070
BROOKLYN,0,0,4335412
QUEENS,1,0,4334165
BRONX,2,0,4334313
QUEENS,0,0,4334100
BROOKLYN,0,0,4334293
BROOKLYN,1,0,4334859
MANHATTAN,0,0,4334942
BROOKLYN,1,0,4334536
BRONX,1,0,4333953
BROOKLYN,0,0,4334944
BRONX,0,0,4334439
QUEENS,0,0,4334144
BROOKLYN,1,0,4334359
BROOKLYN,0,0,4334457
QUEENS,2,0,4334129
BROOKLYN,0,0,4335834
STATEN ISLAND,0,0,4334049
QUEENS,1,0,4333934
BRONX,0,0,4336063
BROOKLYN,0,0,4335372
BROOKLYN,0,0,4333969
STATEN ISLAND,0,0,4334836
BROOKLYN,0,0,4335374
BROOKLYN,4,0,4333889
STATEN ISLAND,0,0,4334464
QUEENS,0,0,4334172
BROOKLYN,3,0,4335333
QUEENS,0,0,4334625
QUEENS,2,0,4337158
MANHATTAN,0,0,4333898
MANHATTAN,2,0,4333826
MANHATTAN,1,0,4334031
BROOKLYN,1,0,4334180
BRONX,1,0,4333849
BRONX,0,0,4333855
BROOKLYN,2,0,4333813
BROOKLYN,0,0,4334494
QUEENS,0,0,4334657
BRONX,0,0,4333988
QUEENS,0,0,4333913
QUEENS,2,0,4333916
BRONX,0,0,4334426
QUEENS,0,0,4334025
BRONX,0,0,4333951
BRONX,0,0,4334072
BROOKLYN,1,0,4334292
BROOKLYN,0,0,4334294
QUEENS,0,0,4334154
BRONX,0,0,4346299
BROOKLYN,0,0,4333908
BROOKLYN,0,0,4334590
BROOKLYN,0,0,4334367
BROOKLYN,1,0,4333931
BROOKLYN,0,0,4334560
BRONX,1,0,4334857
BROOKLYN,2,0,4334787
STATEN ISLAND,0,0,4334052
BRONX,1,0,4334391
BROOKLYN,0,0,4335382
QUEENS,0,0,4334621
BROOKLYN,0,0,4333888
STATEN ISLAND,0,0,4334832
BROOKLYN,2,0,4334198
QUEENS,0,0,4333917
STATEN ISLAND,0,0,4334814
QUEENS,0,0,4334778
BRONX,0,0,4333989
BROOKLYN,0,0,4334951
QUEENS,0,0,4334417
QUEENS,1,0,4334108
QUEENS,0,0,4334064
BRONX,0,0,4334111
BROOKLYN,0,0,4336168
MANHATTAN,0,0,4334503
BRONX,1,0,4336565
MANHATTAN,1,0,4334113
BRONX,1,0,4334425
BROOKLYN,1,0,4334039
QUEENS,0,0,4334286
QUEENS,1,0,4334056
BROOKLYN,1,0,4333894
QUEENS,1,0,4335732
QUEENS,0,0,4334092
BRONX,0,0,4334423
QUEENS,0,0,4333939
MANHATTAN,0,0,4334224
QUEENS,1,0,4334204
BRONX,0,0,4333872
BROOKLYN,0,0,4335877
MANHATTAN,4,0,4334861
QUEENS,2,0,4334065
STATEN ISLAND,0,0,4334817
QUEENS,1,0,4334623
BRONX,0,0,4334438
STATEN ISLAND,3,0,4334477
BRONX,0,0,4333959
QUEENS,3,0,4333914
BROOKLYN,0,0,4335395
BROOKLYN,0,0,4334097
BROOKLYN,0,0,4334183
QUEENS,0,0,4334281
BROOKLYN,1,0,4334252
BROOKLYN,1,0,4334303
STATEN ISLAND,1,0,4334813
BROOKLYN,0,0,4334020
QUEENS,3,0,4334096
STATEN ISLAND,0,0,4334799
QUEENS,1,0,4333852
BRONX,0,0,4333863
BROOKLYN,0,0,4334897
BROOKLYN,0,0,4334507
BROOKLYN,0,0,4334384
MANHATTAN,0,0,4334406
BROOKLYN,0,0,4334309
MANHATTAN,0,0,4334088
BROOKLYN,1,0,4333906
QUEENS,0,0,4333938
BRONX,0,0,4334597
BROOKLYN,0,0,4335363
QUEENS,1,0,4334012
QUEENS,1,0,4334257
BROOKLYN,0,0,4334354
QUEENS,1,0,4339226
BROOKLYN,0,0,4335556
BROOKLYN,0,0,4334360
BROOKLYN,0,0,4333925
BRONX,0,0,4334521
QUEENS,0,0,4337147
QUEENS,0,0,4333912
QUEENS,0,0,4334143
BROOKLYN,0,0,4337976
BRONX,0,0,4333869
MANHATTAN,1,0,4334117
BROOKLYN,0,0,4334451
BRONX,1,0,4334102
QUEENS,0,0,4333901
QUEENS,1,0,4333942
MANHATTAN,1,0,4334209
BROOKLYN,2,0,4334179
BROOKLYN,0,0,4333890
BRONX,2,0,4552157
QUEENS,0,0,4334139
BROOKLYN,0,0,4334694
BROOKLYN,0,0,4335433
BROOKLYN,0,0,4334952
BROOKLYN,0,0,4334325
QUEENS,0,0,4334246
BROOKLYN,0,0,4334947
BROOKLYN,0,0,4334551
BROOKLYN,0,1,4334706
BROOKLYN,0,0,4335582
MANHATTAN,1,0,4333948
STATEN ISLAND,0,0,4334796
BROOKLYN,1,0,4334685
MANHATTAN,0,0,4335507
STATEN ISLAND,0,0,4334568
BRONX,0,0,4334145
BROOKLYN,0,0,4334953
STATEN ISLAND,0,0,4334797
BROOKLYN,0,0,4335065
BROOKLYN,1,0,4334266
BROOKLYN,0,0,4335558
QUEENS,1,0,4335701
BRONX,1,0,4334106
QUEENS,0,0,4334427
QUEENS,0,0,4334280
BRONX,0,0,4334119
QUEENS,0,0,4336849
MANHATTAN,1,0,4335291
QUEENS,0,0,4334526
MANHATTAN,0,1,4334710
BROOKLYN,1,0,4334948
QUEENS,0,0,4335768
QUEENS,0,0,4334271
BROOKLYN,0,0,4334234
QUEENS,0,0,4334284
QUEENS,0,0,4341909
BROOKLYN,1,0,4334259
QUEENS,0,0,4335754
BRONX,0,0,4334321
BRONX,0,0,4334316
QUEENS,0,0,4334631
BROOKLYN,0,0,4334208
QUEENS,0,0,4334640
BRONX,0,0,4334795
QUEENS,0,0,4335728
STATEN ISLAND,0,0,4335927
BROOKLYN,0,0,4335365
BROOKLYN,1,0,4337025
BRONX,0,0,4334298
MANHATTAN,0,0,4334228
QUEENS,1,0,4334520
BRONX,0,0,4334173
MANHATTAN,1,0,4362479
BROOKLYN,0,0,4335836
BROOKLYN,0,0,4334445
BROOKLYN,0,0,4334488
MANHATTAN,0,0,4334881
STATEN ISLAND,0,0,4334798
BROOKLYN,0,0,4335580
BROOKLYN,1,0,4334086
BRONX,2,0,4335161
QUEENS,0,0,4351286
QUEENS,0,0,4334260
BRONX,0,0,4334517
STATEN ISLAND,1,0,4334474
BRONX,0,0,4334436
MANHATTAN,1,0,4334825
BRONX,0,0,4344221
BRONX,0,0,4334034
BROOKLYN,0,0,4336927
MANHATTAN,0,0,4334492
BRONX,0,0,4335249
QUEENS,0,0,4334123
BRONX,1,0,4334315
BROOKLYN,1,0,4338603
MANHATTAN,1,0,4335296
QUEENS,1,0,4334276
QUEENS,1,0,4334419
BRONX,1,0,4334147
MANHATTAN,0,0,4335327
QUEENS,0,0,4334126
QUEENS,0,0,4335723
BROOKLYN,0,0,4334082
BROOKLYN,1,0,4335835
QUEENS,0,0,4334645
QUEENS,0,0,4336907
QUEENS,0,0,4334630
BRONX,0,0,4334120
MANHATTAN,0,0,4340831
QUEENS,0,0,4334203
BROOKLYN,0,0,4335199
BROOKLYN,1,0,4334584
BRONX,1,0,4334383
BRONX,0,0,4334071
QUEENS,1,0,4334666
MANHATTAN,0,0,4334455
BRONX,0,0,4334297
MANHATTAN,1,0,4334207
QUEENS,1,0,4334519
QUEENS,2,0,4334205
QUEENS,0,0,4334646
BROOKLYN,0,0,4337386
BROOKLYN,0,0,4334651
QUEENS,0,0,4334781
BROOKLYN,2,0,4336154
BRONX,0,0,4334114
BRONX,0,0,4334105
BROOKLYN,0,0,4336506
QUEENS,1,0,4336943
MANHATTAN,1,0,4334214
QUEENS,0,0,4334083
MANHATTAN,1,0,4334248
MANHATTAN,1,0,4334308
BRONX,0,0,4336001
BROOKLYN,1,0,4334495
QUEENS,0,0,4334095
BROOKLYN,0,0,4334957
BRONX,1,0,4336490
BROOKLYN,0,0,4334577
MANHATTAN,0,0,4334824
BROOKLYN,1,0,4334028
QUEENS,0,0,4336140
BRONX,0,0,4335589
BRONX,0,0,4334422
BRONX,0,0,4335995
QUEENS,0,0,4334663
MANHATTAN,2,0,4333980
BRONX,0,0,4335738
BROOKLYN,0,0,4336220
QUEENS,1,0,4334078
BROOKLYN,0,0,4334263
MANHATTAN,0,0,4334875
BROOKLYN,0,0,4334327
BROOKLYN,2,0,4335405
STATEN ISLAND,0,0,4334827
BRONX,1,0,4334368
QUEENS,0,0,4334978
BRONX,0,0,4334371
QUEENS,1,0,4336876
MANHATTAN,0,0,4334485
BROOKLYN,0,0,4335391
QUEENS,1,0,4334174
BROOKLYN,0,0,4334261
BRONX,1,0,4334310
BROOKLYN,2,0,4334920
BRONX,0,0,4334850
BROOKLYN,0,0,4335397
QUEENS,0,0,4334449
QUEENS,0,0,4334130
BRONX,1,0,4334311
BROOKLYN,0,0,4334591
BROOKLYN,1,0,4334918
QUEENS,1,0,4334135
BROOKLYN,0,0,4334084
QUEENS,0,0,4333927
QUEENS,0,0,4339571
BROOKLYN,0,0,4334262
BROOKLYN,1,0,4334237
BROOKLYN,1,0,4334264
QUEENS,0,0,4334626
BRONX,0,0,4335620
BROOKLYN,0,0,4334616
BROOKLYN,1,0,4337320
BRONX,0,0,4335739
MANHATTAN,0,0,4334217
BROOKLYN,1,0,4334255
BROOKLYN,0,0,4350230
QUEENS,0,0,4336894
BROOKLYN,0,0,4334328
BROOKLYN,0,0,4334614
BROOKLYN,0,0,4340834
QUEENS,0,0,4334081
QUEENS,0,0,4334647
QUEENS,1,0,4334664
BROOKLYN,0,0,4334790
QUEENS,0,0,4334413
BRONX,1,0,4335228
BROOKLYN,0,0,4337103
BRONX,1,0,4335637
BRONX,0,0,4334522
BROOKLYN,0,0,4334964
QUEENS,0,0,4335166
MANHATTAN,0,0,4334610
BROOKLYN,1,0,4334444
QUEENS,0,0,4334258
MANHATTAN,1,0,4334249
BRONX,0,0,4334820
BROOKLYN,0,0,4335175
QUEENS,0,0,4334411
BROOKLYN,1,0,4334986
BROOKLYN,0,0,4338655
QUEENS,1,0,4334870
BROOKLYN,0,0,4334512
QUEENS,1,0,4334142
QUEENS,0,0,4334541
BRONX,0,0,4336061
BROOKLYN,0,0,4334896
BRONX,2,0,4335204
QUEENS,0,0,4340696
MANHATTAN,0,0,4343394
STATEN ISLAND,0,0,4334885
BRONX,0,0,4336004
BROOKLYN,1,0,4335398
BRONX,0,0,4335020
BRONX,0,0,4334858
BROOKLYN,2,0,4335559
BRONX,0,0,4334886
BROOKLYN,0,0,4334578
MANHATTAN,1,0,4334762
QUEENS,0,0,4335726
QUEENS,0,0,4335731
MANHATTAN,1,0,4335286
BROOKLYN,0,0,4334726
BROOKLYN,1,0,4334557
BROOKLYN,0,0,4335133
BRONX,0,0,4334775
QUEENS,0,0,4334737
QUEENS,1,0,4335736
BRONX,0,0,4334659
BROOKLYN,0,0,4335071
BROOKLYN,0,0,4334788
BROOKLYN,0,0,4335446
QUEENS,0,0,4334533
MANHATTAN,0,0,4336025
QUEENS,0,0,4335741
QUEENS,0,0,4334741
MANHATTAN,0,0,4335680
BROOKLYN,1,0,4334919
BROOKLYN,1,0,4334687
BRONX,0,0,4334561
BROOKLYN,0,0,4334789
QUEENS,0,0,4335715
BROOKLYN,0,0,4334718
BRONX,0,0,4336865
BRONX,0,0,4334780
BROOKLYN,0,0,4334865
MANHATTAN,0,0,4335245
BRONX,1,0,4338320
BRONX,1,0,4334550
BROOKLYN,3,0,4336425
QUEENS,0,0,4334531
QUEENS,0,0,4334686
QUEENS,0,0,4334724
BRONX,1,0,4334619
BROOKLYN,0,0,4335009
BRONX,0,0,4334760
QUEENS,1,0,4334911
QUEENS,1,0,4334661
BROOKLYN,0,0,4334895
QUEENS,0,0,4351128
BROOKLYN,0,0,4334692
BROOKLYN,1,0,4334812
BROOKLYN,2,0,4334719
BROOKLYN,1,0,4335393
MANHATTAN,1,0,4337000
STATEN ISLAND,0,0,4334818
BROOKLYN,1,0,4334917
BRONX,0,0,4334757
BROOKLYN,0,0,4336900
BRONX,0,0,4334748
BROOKLYN,0,0,4335239
BROOKLYN,1,0,4335508
BROOKLYN,1,0,4336516
QUEENS,0,0,4335722
BROOKLYN,1,0,4334904
BRONX,0,0,4334783
BROOKLYN,0,0,4335473
BROOKLYN,0,0,4335191
MANHATTAN,1,0,4334705
BROOKLYN,0,0,4334693
BRONX,0,0,4336014
BROOKLYN,0,0,4334695
STATEN ISLAND,1,0,4334566
BRONX,1,0,4349944
BRONX,0,0,4334385
MANHATTAN,1,0,4335357
QUEENS,0,0,4336861
QUEENS,2,0,4334738
MANHATTAN,0,0,4335654
QUEENS,3,0,4334514
BROOKLYN,0,0,4335414
QUEENS,0,0,4334910
BROOKLYN,0,0,4334768
BROOKLYN,0,0,4335407
STATEN ISLAND,0,0,4334887
BRONX,0,0,4334655
QUEENS,1,0,4336908
MANHATTAN,0,0,4334995
BROOKLYN,1,0,4341284
BROOKLYN,0,0,4334722
QUEENS,0,0,4334527
BRONX,0,0,4341854
MANHATTAN,1,0,4334324
BROOKLYN,0,0,4334923
BROOKLYN,0,0,4334369
BROOKLYN,2,0,4334792
QUEENS,0,0,4334728
QUEENS,0,0,4335751
QUEENS,2,0,4335045
BRONX,0,0,4335106
QUEENS,1,0,4334975
QUEENS,0,0,4334553
QUEENS,0,0,4334599
BRONX,0,0,4334742
BRONX,0,0,4334660
QUEENS,1,0,4334667
QUEENS,0,0,4336873
BRONX,0,0,4334750
QUEENS,0,0,4334429
MANHATTAN,3,0,4334810
QUEENS,0,0,4334715
QUEENS,0,0,4334683
BROOKLYN,1,0,4336686
MANHATTAN,0,0,4334682
QUEENS,0,0,4334691
BRONX,1,0,4334806
BROOKLYN,0,0,4337120
BROOKLYN,0,0,4334961
MANHATTAN,2,0,4335081
BRONX,0,0,4335581
BROOKLYN,1,0,4335384
BRONX,0,0,4334758
BRONX,0,0,4335686
STATEN ISLAND,0,0,4335634
BROOKLYN,0,0,4334898
STATEN ISLAND,0,0,4334819
QUEENS,0,0,4334989
BROOKLYN,1,0,4334736
BROOKLYN,0,0,4334696
BROOKLYN,0,0,4334735
QUEENS,0,0,4335555
BROOKLYN,0,0,4334734
BRONX,0,0,4335996
QUEENS,1,0,4336013
BRONX,0,0,4334389
MANHATTAN,0,0,4335329
BRONX,1,0,4334779
STATEN ISLAND,0,0,4334802
BRONX,0,0,4334749
BRONX,0,0,4334784
MANHATTAN,1,0,4334997
BRONX,1,0,4339007
MANHATTAN,0,0,4334763
BROOKLYN,0,0,4335072
BRONX,1,0,4334697
QUEENS,0,0,4334915
BROOKLYN,0,0,4339060
MANHATTAN,0,0,4335267
BRONX,0,0,4338369
QUEENS,0,0,4334873
BROOKLYN,0,0,4335430
BRONX,0,0,4336361
QUEENS,0,0,4336623
QUEENS,0,0,4334699
QUEENS,5,0,4335442
BRONX,0,0,4334759
BRONX,1,0,4335253
BRONX,0,0,4334892
BROOKLYN,0,0,4336830
BROOKLYN,1,0,4334977
BROOKLYN,0,0,4336522
BROOKLYN,0,0,4335067
BRONX,0,0,4334755
QUEENS,0,0,4336108
STATEN ISLAND,0,0,4337298
QUEENS,1,0,4339149
